bedrooms,bathrooms,toilets,parking_space,title,town,state,price
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,85000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Gbagada,Lagos,60000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,55000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ojodu,Lagos,45000000.0
5.0,6.0,7.0,1.0,Detached Duplex,Maitama District,Abuja,750000000.0
6.0,5.0,5.0,4.0,Detached Bungalow,Ikeja,Lagos,45500000.0
3.0,3.0,4.0,3.0,Detached Bungalow,Ibeju Lekki,Lagos,28000000.0
5.0,5.0,6.0,4.0,Semi Detached Bungalow,Gwarinpa,Abuja,140000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ogudu,Lagos,60000000.0
4.0,2.0,3.0,1.0,Detached Bungalow,Alimosho,Lagos,35000000.0
3.0,3.0,4.0,6.0,Detached Bungalow,Port Harcourt,Rivers,23000000.0
5.0,8.0,8.0,7.0,Detached Duplex,Lekki,Lagos,320000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,85000000.0
8.0,8.0,8.0,1.0,Block of Flats,Mowe Ofada,Ogun,25000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0
3.0,3.0,4.0,5.0,Detached Bungalow,Ajah,Lagos,40000000.0
1.0,5.0,5.0,4.0,Block of Flats,Owerri Municipal,Imo,35000000.0
2.0,2.0,2.0,4.0,Detached Bungalow,Jikwoyi,Abuja,3500000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,65000000.0
5.0,5.0,5.0,5.0,Detached Duplex,Lekki,Lagos,210000000.0
6.0,6.0,7.0,5.0,Detached Duplex,Ikoyi,Lagos,1300000000.0
4.0,4.0,4.0,1.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,5.0,4.0,4.0,Semi Detached Duplex,Magboro,Ogun,19500000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,320000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Alimosho,Lagos,38000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,105000000.0
7.0,7.0,8.0,1.0,Detached Duplex,Maitama District,Abuja,700000000.0
4.0,5.0,5.0,6.0,Detached Duplex,Gwarinpa,Abuja,75000000.0
4.0,4.0,5.0,7.0,Detached Duplex,Lokogoma District,Abuja,68000000.0
4.0,5.0,5.0,4.0,Semi Detached Bungalow,Lekki,Lagos,40000000.0
5.0,5.0,5.0,7.0,Detached Duplex,Lekki,Lagos,200000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,270000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
3.0,4.0,5.0,2.0,Terraced Duplexes,Ajah,Lagos,26500000.0
5.0,5.0,5.0,4.0,Detached Duplex,Asokoro District,Abuja,295000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,59000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikoyi,Lagos,1100000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Guzape District,Abuja,190000000.0
7.0,1.0,1.0,1.0,Detached Duplex,Maitama District,Abuja,800000000.0
1.0,8.0,1.0,6.0,Block of Flats,Ijaiye,Lagos,45000000.0
3.0,3.0,4.0,3.0,Detached Duplex,Mowe Ofada,Ogun,11500000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
4.0,4.0,5.0,9.0,Detached Duplex,Port Harcourt,Rivers,45000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,280000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,450000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,84000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,72000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Kafe,Abuja,160000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,42000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,350000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,135000000.0
3.0,3.0,3.0,2.0,Block of Flats,Lekki,Lagos,42000000.0
2.0,2.0,3.0,2.0,Block of Flats,Ajah,Lagos,16250000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Guzape District,Abuja,85000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ibeju Lekki,Lagos,65000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,235000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,47500000.0
4.0,5.0,5.0,6.0,Semi Detached Duplex,Life Camp,Abuja,70000000.0
6.0,6.0,6.0,4.0,Detached Bungalow,Oyo West,Oyo,16000000.0
4.0,4.0,5.0,4.0,Detached Bungalow,Osogbo,Osun,17000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
2.0,2.0,3.0,2.0,Block of Flats,Ajah,Lagos,25000000.0
4.0,3.0,3.0,4.0,Detached Bungalow,Ibadan,Oyo,28000000.0
2.0,2.0,3.0,2.0,Semi Detached Duplex,Ibeju Lekki,Lagos,26000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,350000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,124000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,200000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,4.0,4.0,4.0,Terraced Duplexes,Ikoyi,Lagos,250000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Agege,Lagos,55000000.0
5.0,7.0,8.0,5.0,Detached Duplex,Lekki,Lagos,270000000.0
5.0,6.0,7.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0
7.0,7.0,7.0,4.0,Detached Duplex,Ikoyi,Lagos,1200000000.0
5.0,8.0,8.0,1.0,Detached Duplex,Alimosho,Lagos,90000000.0
6.0,8.0,8.0,9.0,Detached Duplex,Gwarinpa,Abuja,120000000.0
4.0,4.0,5.0,8.0,Detached Bungalow,Port Harcourt,Rivers,45000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,265000000.0
2.0,2.0,3.0,2.0,Block of Flats,Lekki,Lagos,50000000.0
3.0,3.0,4.0,3.0,Terraced Duplexes,Lekki,Lagos,38000000.0
6.0,6.0,8.0,8.0,Detached Duplex,Kosofe,Lagos,155000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Lekki,Lagos,55000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Gwarinpa,Abuja,140000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Isheri North,Lagos,82000000.0
3.0,5.0,5.0,4.0,Detached Bungalow,Kyami,Abuja,17500000.0
4.0,5.0,5.0,4.0,Detached Duplex,Katampe,Abuja,50000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Ikoyi,Lagos,1300000000.0
4.0,5.0,5.0,3.0,Block of Flats,Port Harcourt,Rivers,70000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,230000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Owerri Municipal,Imo,45000000.0
3.0,5.0,5.0,4.0,Detached Bungalow,Mowe Ofada,Ogun,11500000.0
7.0,5.0,5.0,4.0,Semi Detached Duplex,Garki,Abuja,200000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,265000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Utako,Abuja,160000000.0
5.0,6.0,6.0,8.0,Detached Duplex,Magodo,Lagos,200000000.0
5.0,6.0,6.0,6.0,Detached Duplex,Lekki,Lagos,270000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,42000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Idu Industrial,Abuja,70000000.0
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,4.0,3.0,Detached Bungalow,Ipaja,Lagos,26000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0
4.0,3.0,4.0,2.0,Block of Flats,Victoria Island (VI),Lagos,7200000.0
5.0,6.0,5.0,5.0,Detached Duplex,Ikoyi,Lagos,850000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Kuje,Abuja,15000000.0
5.0,7.0,6.0,8.0,Detached Duplex,Gwarinpa,Abuja,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,1.0,Detached Bungalow,Enugu,Enugu,28500000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Ajah,Lagos,47000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
3.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,40000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Port Harcourt,Rivers,40000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,210000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,200000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Ajah,Lagos,55000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,250000000.0
5.0,7.0,7.0,8.0,Detached Duplex,Lekki,Lagos,370000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,400000000.0
2.0,2.0,2.0,4.0,Block of Flats,Lekki,Lagos,16000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,260000000.0
3.0,3.0,3.0,2.0,Detached Bungalow,Simawa,Ogun,35000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,400000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,190000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,55000000.0
5.0,5.0,5.0,3.0,Detached Duplex,Lekki,Lagos,165000000.0
4.0,5.0,5.0,3.0,Terraced Duplexes,Katampe,Abuja,45000000.0
5.0,5.0,7.0,7.0,Detached Duplex,Ikoyi,Lagos,2100000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,190000000.0
3.0,3.0,3.0,4.0,Block of Flats,Apo,Abuja,14000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
2.0,2.0,3.0,3.0,Detached Bungalow,Epe,Lagos,10000000.0
4.0,5.0,5.0,9.0,Semi Detached Duplex,Lekki,Lagos,270000000.0
4.0,5.0,5.0,9.0,Detached Duplex,Lugbe District,Abuja,57000000.0
3.0,3.0,4.0,2.0,Terraced Bungalow,Owerri Municipal,Imo,10500000.0
2.0,2.0,3.0,2.0,Semi Detached Bungalow,Ifako-Ijaiye,Lagos,9500000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,170000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,6.0,6.0,4.0,Semi Detached Duplex,Katampe,Abuja,75000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,76000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,78000000.0
4.0,4.0,5.0,4.0,Semi Detached Bungalow,Lekki,Lagos,110000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,58000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,450000000.0
3.0,5.0,5.0,4.0,Detached Bungalow,Ojo,Lagos,35000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Apo,Abuja,95000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,80000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,450000000.0
3.0,2.0,2.0,4.0,Block of Flats,Ibadan,Oyo,250000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikoyi,Lagos,600000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,6.0,6.0,3.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,55000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ibadan,Oyo,17000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,1600000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Ibadan,Oyo,20000000.0
5.0,5.0,6.0,1.0,Detached Duplex,Lokogoma District,Abuja,40000000.0
6.0,7.0,7.0,4.0,Detached Duplex,Lekki,Lagos,68000000.0
5.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,65000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,70000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,185000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Ikoyi,Lagos,1200000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,400000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,275000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,310000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,72000000.0
4.0,5.0,5.0,8.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,3.0,Semi Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,110000000.0
4.0,5.0,5.0,4.0,Block of Flats,Ikotun,Lagos,53000000.0
4.0,5.0,5.0,5.0,Detached Bungalow,Diplomatic Zones,Abuja,68000000.0
3.0,3.0,3.0,1.0,Block of Flats,Isolo,Lagos,30500000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Guzape District,Abuja,69999999.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,750000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,72000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Amuwo Odofin,Lagos,70000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
3.0,3.0,4.0,1.0,Block of Flats,Arepo,Ogun,45000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Ajah,Lagos,38000000.0
5.0,6.0,7.0,8.0,Detached Duplex,Karsana,Abuja,125000000.0
5.0,5.0,6.0,9.0,Detached Duplex,Lekki,Lagos,220000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,165000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
3.0,3.0,3.0,4.0,Block of Flats,Lekki,Lagos,36500000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,165000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,53000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,175000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Wuye,Abuja,45000000.0
3.0,3.0,4.0,3.0,Terraced Duplexes,Ajah,Lagos,55000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Wuye,Abuja,55000000.0
4.0,4.0,4.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
3.0,3.0,4.0,5.0,Detached Bungalow,Ajah,Lagos,36000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,280000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,95000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Anambara,95000000.0
4.0,4.0,4.0,5.0,Detached Duplex,Ibeju Lekki,Lagos,98000000.0
3.0,5.0,5.0,4.0,Detached Bungalow,Agbara,Ogun,13000000.0
6.0,6.0,7.0,7.0,Detached Duplex,Lekki,Lagos,300000000.0
1.0,5.0,5.0,4.0,Semi Detached Bungalow,Mowe Ofada,Ogun,6500000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikoyi,Lagos,750000000.0
2.0,1.0,1.0,1.0,Block of Flats,Mowe Town,Ogun,45000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ikoyi,Lagos,330000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Yaba,Lagos,100000000.0
3.0,3.0,4.0,4.0,Detached Duplex,Ibeju Lekki,Lagos,25500000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Wuye,Abuja,55000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
5.0,7.0,6.0,1.0,Detached Duplex,Owerri Municipal,Imo,210000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,450000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,105000000.0
4.0,5.0,5.0,2.0,Detached Duplex,Ikoyi,Lagos,500000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,8.0,Semi Detached Duplex,Enugu,Enugu,90000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
4.0,5.0,5.0,4.0,Block of Flats,Owerri Municipal,Imo,65000000.0
3.0,5.0,5.0,4.0,Detached Bungalow,Lugbe District,Abuja,25000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,80000000.0
3.0,3.0,3.0,5.0,Detached Bungalow,Ipaja,Lagos,7500000.0
5.0,5.0,6.0,7.0,Detached Duplex,Port Harcourt,Rivers,70000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,45000000.0
2.0,3.0,4.0,4.0,Block of Flats,Lekki,Lagos,50000000.0
1.0,5.0,5.0,4.0,Block of Flats,Port Harcourt,Rivers,45000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
6.0,6.0,7.0,8.0,Detached Duplex,Ikoyi,Lagos,750000000.0
5.0,5.0,6.0,2.0,Detached Duplex,Ikeja,Lagos,80000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Mowe Town,Ogun,15000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,135000000.0
4.0,5.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,100000000.0
4.0,4.0,4.0,4.0,Semi Detached Duplex,Lekki,Lagos,95000000.0
1.0,1.0,1.0,2.0,Detached Duplex,Apapa,Lagos,270000000.0
4.0,4.0,4.0,5.0,Detached Bungalow,Ikorodu,Lagos,15000000.0
4.0,4.0,4.0,5.0,Semi Detached Duplex,Ikoyi,Lagos,230000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
6.0,6.0,7.0,8.0,Detached Duplex,Ikeja,Lagos,250000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,135000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,144000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,105000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,93000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,57000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,470000000.0
2.0,2.0,2.0,4.0,Detached Bungalow,Port Harcourt,Rivers,17000000.0
4.0,4.0,5.0,1.0,Detached Duplex,Port Harcourt,Rivers,50000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,66000000.0
3.0,3.0,4.0,4.0,Block of Flats,Ketu,Lagos,75000000.0
2.0,2.0,3.0,4.0,Semi Detached Bungalow,Ibeju Lekki,Lagos,18000000.0
5.0,7.0,7.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
3.0,3.0,4.0,3.0,Block of Flats,Victoria Island (VI),Lagos,160000000.0
5.0,6.0,6.0,1.0,Detached Duplex,Ikoyi,Lagos,450000000.0
4.0,4.0,1.0,2.0,Detached Bungalow,Ikeja,Lagos,650000000.0
5.0,5.0,5.0,4.0,Semi Detached Bungalow,Enugu,Enugu,160000000.0
5.0,6.0,7.0,6.0,Detached Duplex,Guzape District,Abuja,200000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,150000000.0
2.0,2.0,3.0,1.0,Detached Bungalow,Mowe Ofada,Ogun,8500000.0
5.0,5.0,5.0,5.0,Detached Duplex,Victoria Island (VI),Lagos,300000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,61000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,47000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikoyi,Lagos,950000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Yaba,Lagos,80000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,270000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,4.0,5.0,1.0,Terraced Duplexes,Ikeja,Lagos,350000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,330000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
3.0,4.0,4.0,4.0,Terraced Duplexes,Wuye,Abuja,65000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,380000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Wuse 2,Abuja,180000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Ibeju Lekki,Lagos,15000000.0
8.0,4.0,4.0,4.0,Detached Bungalow,Ikorodu,Anambara,20000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,50000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,2200000000.0
6.0,5.0,7.0,5.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Magodo,Lagos,180000000.0
1.0,5.0,2.0,4.0,Block of Flats,Ibafo,Ogun,6000000.0
7.0,7.0,8.0,4.0,Detached Duplex,Ikoyi,Lagos,4000000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,45000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,55000000.0
4.0,5.0,5.0,3.0,Detached Duplex,Ikeja,Lagos,165000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
5.0,6.0,6.0,7.0,Semi Detached Duplex,Ikoyi,Lagos,350000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,85000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,275000000.0
4.0,1.0,5.0,3.0,Terraced Duplexes,Ikoyi,Lagos,210000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0
5.0,6.0,5.0,5.0,Detached Duplex,Ikoyi,Lagos,1000000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
3.0,2.0,2.0,4.0,Semi Detached Bungalow,Agege,Lagos,20000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,55000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Durumi,Abuja,70000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,160000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,105000000.0
4.0,4.0,5.0,1.0,Detached Bungalow,Ibeju Lekki,Lagos,22000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,5.0,Block of Flats,Ibeju Lekki,Lagos,40000000.0
2.0,2.0,3.0,3.0,Detached Bungalow,Lokogoma District,Abuja,12000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ajah,Lagos,120000000.0
